state,label,n,state_n,pct,p05,p50,p95,dated_n,s_p05,s_p50,s_p95,outlier_flags,status_details,cleaning_action
MA,ACTIVE / (none) / (none),637592,1710495,37.275,1986.0,2020.0,2026.0,637502.0,1971,2009,2025,,(none),
MA,UNKNOWN / (none) / (none),230,1710495,0.013,1967.0,1995.0,2002.0,230.0,1971,2009,2025,,(none),
MD,INACTIVE / (none) / FORFEITED,1264009,2210358,57.186,1980.0,2007.0,2022.0,1263916.0,1981,2012,2025,,FORFEITED,
MD,ACTIVE / (none) / ACTIVE,466067,2210358,21.086,2005.0,2023.0,2026.0,466067.0,1981,2012,2025,,ACTIVE,
MD,INACTIVE / DISSOLVED / DISSOLVED,238847,2210358,10.806,1981.0,2009.0,2023.0,238822.0,1981,2012,2025,,DISSOLVED,
MD,ACTIVE / (none) / INCORPORATED,137944,2210358,6.241,1976.0,2015.0,2026.0,137896.0,1981,2012,2025,,INCORPORATED,
MD,ACTIVE / (none) / REVIVED,75911,2210358,3.434,1980.0,2012.0,2022.0,75897.0,1981,2012,2025,,REVIVED,
MD,INACTIVE / (none) / MERGED,23275,2210358,1.053,1964.0,1991.0,2015.0,23222.0,1981,2012,2025,,MERGED,
MD,INACTIVE / (none) / CONVERTED,3596,2210358,0.163,1981.0,2011.0,2023.0,3596.0,1981,2012,2025,,CONVERTED,
MD,UNKNOWN / (none) / INCORPORATED PRIOR TO 12/27/1977,472,2210358,0.021,1977.0,1977.0,1977.0,456.0,1981,2012,2025,RETIRED: 95% of filings before 1977 (state median 2012),INCORPORATED PRIOR TO 12/27/1977,
MD,INACTIVE / (none) / CONSOLIDATED,162,2210358,0.007,1937.0,1980.0,1998.0,161.0,1981,2012,2025,RETIRED: 95% of filings before 1998 (state median 2012); RARE: <0.01% of state,CONSOLIDATED,
MD,UNKNOWN / (none) / INACTIVE,69,2210358,0.003,2010.0,2018.0,2023.0,69.0,1981,2012,2025,RARE: <0.01% of state,INACTIVE,
MD,ACTIVE / (none) / (none),3,2210358,0.0,2018.0,2021.0,2021.0,3.0,1981,2012,2025,RARE: <0.01% of state,(none),
MD,ACTIVE / PENDING_INACTIVE / FORFEITURE PENDING,2,2210358,0.0,2016.0,2016.0,2018.0,2.0,1981,2012,2025,RARE: <0.01% of state,FORFEITURE PENDING,
MD,INACTIVE / (none) / CANCELLED,1,2210358,0.0,2016.0,2016.0,2016.0,1.0,1981,2012,2025,RARE: <0.01% of state,CANCELLED,
ME,ACTIVE / GOOD_STANDING / GOOD STANDING,153945,376059,40.936,1981.0,2018.0,2026.0,153925.0,1978,2010,2025,,GOOD STANDING,
ME,INACTIVE / DISSOLVED / ADMINISTRATIVELY DISSOLVED,106038,376059,28.197,1990.0,2012.0,2024.0,106036.0,1978,2010,2025,,ADMINISTRATIVELY DISSOLVED,
ME,INACTIVE / (none) / ADMINISTRATIVELY SUSPENDED,25800,376059,6.861,1972.0,1990.0,2000.0,25800.0,1978,2010,2025,,ADMINISTRATIVELY SUSPENDED,
ME,INACTIVE / (none) / AUTHORITY REVOKED,25012,376059,6.651,1966.0,1999.0,2020.0,24993.0,1978,2010,2025,,AUTHORITY REVOKED,
ME,INACTIVE / (none) / CANCELLED,22701,376059,6.037,1997.0,2012.0,2023.0,22692.0,1978,2010,2025,,CANCELLED,
ME,INACTIVE / DISSOLVED / DISSOLVED,19256,376059,5.12,1965.0,1995.0,2016.0,19256.0,1978,2010,2025,,DISSOLVED,
ME,INACTIVE / (none) / AUTHORITY OF FOREIGN ENTITY WITHDRAWN,9983,376059,2.655,1958.0,1993.0,2014.0,9978.0,1978,2010,2025,,AUTHORITY OF FOREIGN ENTITY WITHDRAWN,
ME,INACTIVE / (none) / EXCUSED,6491,376059,1.726,1967.0,1991.0,2016.0,6491.0,1978,2010,2025,,EXCUSED,
ME,INACTIVE / (none) / MERGED,5830,376059,1.55,1949.0,1991.0,2015.0,5824.0,1978,2010,2025,,MERGED,
ME,INACTIVE / NOT_GOOD_STANDING / NOT IN GOOD STANDING,236,376059,0.063,1993.0,2021.0,2025.0,236.0,1978,2010,2025,,NOT IN GOOD STANDING,
ME,ACTIVE / (none) / REDOMESTICATION,129,376059,0.034,1960.0,2001.0,2021.0,129.0,1978,2010,2025,,REDOMESTICATION,
ME,INACTIVE / (none) / CONVERSION,129,376059,0.034,1989.0,2015.0,2024.0,128.0,1978,2010,2025,,CONVERSION,
ME,INACTIVE / (none) / INACTIVE - UNKNOWN REASON,128,376059,0.034,1867.0,1903.0,1968.0,128.0,1978,2010,2025,RETIRED: 95% of filings before 1968 (state median 2010),INACTIVE - UNKNOWN REASON,
ME,INACTIVE / (none) / CONSOLIDATED,94,376059,0.025,1890.0,1983.0,2014.0,94.0,1978,2010,2025,,CONSOLIDATED,
ME,UNKNOWN / (none) / AUTHORITY REVOKED,81,376059,0.022,1987.0,2003.0,2013.0,81.0,1978,2010,2025,,AUTHORITY REVOKED,
ME,UNKNOWN / (none) / GENERAL PARTNERSHIP OPTIONAL FILING - NO STATUS WITH SOS,70,376059,0.019,2008.0,2016.0,2025.0,70.0,1978,2010,2025,,GENERAL PARTNERSHIP OPTIONAL FILING - NO STATUS WITH SOS,
ME,INACTIVE / (none) / RENUNCIATION OF LIMITED LIABILITY PARTNERSHIP,69,376059,0.018,1997.0,2008.0,2022.0,69.0,1978,2010,2025,,RENUNCIATION OF LIMITED LIABILITY PARTNERSHIP,
ME,INACTIVE / (none) / EXPIRED,16,376059,0.004,1897.0,2020.0,2023.0,16.0,1978,2010,2025,RARE: <0.01% of state,EXPIRED,
ME,INACTIVE / (none) / REMOVED - ADMINISTRATIVE ORDER,16,376059,0.004,1910.0,1985.0,2022.0,16.0,1978,2010,2025,RARE: <0.01% of state,REMOVED - ADMINISTRATIVE ORDER,
ME,ACTIVE / (none) / REVIVAL - LEGALLY EXISTING,14,376059,0.004,1946.0,2002.0,2021.0,14.0,1978,2010,2025,RARE: <0.01% of state,REVIVAL - LEGALLY EXISTING,
ME,INACTIVE / PENDING_ACTIVE / PENDING NEW APPLICATION,9,376059,0.002,2026.0,2026.0,2026.0,9.0,1978,2010,2025,RARE: <0.01% of state,PENDING NEW APPLICATION,INACTIVE+PENDING_ACTIVE is a valid combo (filing not yet effective): CONFLICT flag removed
ME,UNKNOWN / (none) / INFORMATIONAL,5,376059,0.001,1978.0,2021.0,2023.0,5.0,1978,2010,2025,RARE: <0.01% of state,INFORMATIONAL,
ME,INACTIVE / (none) / REMOVED - COURT ORDER,4,376059,0.001,1906.0,1937.0,1987.0,4.0,1978,2010,2025,RARE: <0.01% of state,REMOVED - COURT ORDER,
ME,INACTIVE / (none) / ABANDONMENT OF DOMESTICATION,2,376059,0.001,2008.0,2008.0,2013.0,2.0,1978,2010,2025,RARE: <0.01% of state,ABANDONMENT OF DOMESTICATION,
ME,ACTIVE / (none) / QUALIFIED (FORMERLY REGISTERED A REGISTERED NAME ONLY),1,376059,0.0,2019.0,2019.0,2019.0,1.0,1978,2010,2025,RARE: <0.01% of state,QUALIFIED (FORMERLY REGISTERED A REGISTERED NAME ONLY),
MI,ACTIVE / GOOD_STANDING / Active,898938,3348408,26.847,1989.0,2023.0,2026.0,898938.0,1979,2012,2025,,Active,
MI,INACTIVE / (none) / (none),713090,3348408,21.296,2000.0,2006.0,2013.0,713090.0,1979,2012,2025,,(none),
MI,INACTIVE / DISSOLVED / Dissolved - Operation of Law,543463,3348408,16.23,1970.0,1989.0,2018.0,543463.0,1979,2012,2025,,Dissolved - Operation of Law,
MI,ACTIVE / (none) / Active,358055,3348408,10.693,2016.0,2018.0,2020.0,358055.0,1979,2012,2025,,Active,
MI,ACTIVE / NOT_GOOD_STANDING / Active,297495,3348408,8.885,1998.0,2020.0,2022.0,297495.0,1979,2012,2025,,Active,
MI,ACTIVE / (none) / (none),218948,3348408,6.539,2001.0,2007.0,2013.0,218948.0,1979,2012,2025,,(none),
MI,INACTIVE / DISSOLVED / Dissolved - Certificate of Dissolution,201658,3348408,6.023,1968.0,2010.0,2023.0,201658.0,1979,2012,2025,,Dissolved - Certificate of Dissolution,
MI,INACTIVE / (none) / Revoked - Operation of Law,33012,3348408,0.986,1971.0,1991.0,2019.0,33012.0,1979,2012,2025,,Revoked - Operation of Law,
MI,INACTIVE / (none) / Existence Ceased - Merged,25180,3348408,0.752,1954.0,1985.0,2014.0,25180.0,1979,2012,2025,,Existence Ceased - Merged,
MI,INACTIVE / (none) / Withdrawn - Certificate of Withdrawal,24274,3348408,0.725,1971.0,1998.0,2022.0,24274.0,1979,2012,2025,,Withdrawn - Certificate of Withdrawal,
MI,INACTIVE / DISSOLVED / Dissolved - Term Expired,13158,3348408,0.393,1952.0,1994.0,2021.0,13158.0,1979,2012,2025,,Dissolved - Term Expired,
MI,INACTIVE / (none) / Converted,6282,3348408,0.188,1976.0,2014.0,2023.0,6282.0,1979,2012,2025,,Converted,
MI,INACTIVE / (none) / Cancelled - Certificate of Cancellation,5268,3348408,0.157,1974.0,1988.0,2015.0,5268.0,1979,2012,2025,,Cancelled - Certificate of Cancellation,
MI,INACTIVE / (none) / Rescinded,3871,3348408,0.116,1992.0,2022.0,2026.0,3871.0,1979,2012,2025,,Rescinded,
MI,INACTIVE / (none) / Expired,3819,3348408,0.114,1996.0,2019.0,2026.0,3819.0,1979,2012,2025,,Expired,
MI,UNKNOWN / (none) / Other,1238,3348408,0.037,1881.0,2010.0,2022.0,1238.0,1979,2012,2025,,Other,
MI,INACTIVE / (none) / Revoked - Failure to Comply,293,3348408,0.009,1959.0,1977.0,1988.0,293.0,1979,2012,2025,RETIRED: 95% of filings before 1988 (state median 2012); RARE: <0.01% of state,Revoked - Failure to Comply,
MI,INACTIVE / (none) / Existence Ceased - Consolidated,195,3348408,0.006,1866.0,1947.0,1987.0,195.0,1979,2012,2025,RETIRED: 95% of filings before 1987 (state median 2012); RARE: <0.01% of state,Existence Ceased - Consolidated,
MI,INACTIVE / DISSOLVED / Dissolved - Court Order,122,3348408,0.004,1952.0,1990.0,2023.0,122.0,1979,2012,2025,RARE: <0.01% of state,Dissolved - Court Order,
MI,INACTIVE / (none) / Not Registered,45,3348408,0.001,1975.0,1994.0,1994.0,45.0,1979,2012,2025,RARE: <0.01% of state,Not Registered,
MI,INACTIVE / (none) / Cancelled - Court Order,2,3348408,0.0,1988.0,1988.0,1991.0,2.0,1979,2012,2025,RARE: <0.01% of state,Cancelled - Court Order,
MI,INACTIVE / (none) / Cancelled - Term Expired,1,3348408,0.0,1974.0,1974.0,1974.0,1.0,1979,2012,2025,RARE: <0.01% of state,Cancelled - Term Expired,
MI,INACTIVE / (none) / Withdrawn - Court Order,1,3348408,0.0,1967.0,1967.0,1967.0,1.0,1979,2012,2025,RARE: <0.01% of state,Withdrawn - Court Order,
MN,INACTIVE / (none) / Inactive,1195122,1787618,66.856,1950.0,2006.0,2023.0,1195119.0,1962,2011,2025,,Inactive,
MN,ACTIVE / (none) / Active,592496,1787618,33.144,1992.0,2020.0,2026.0,592495.0,1962,2011,2025,,Active,
MO,ACTIVE / (none) / Active,1222727,2322759,52.641,2002.0,2019.0,2026.0,1222656.0,1971,2013,2025,,Active,
MO,INACTIVE / DISSOLVED / Voluntarily Dissolved,245355,2322759,10.563,1927.0,1991.0,2000.0,153516.0,1971,2013,2025,RETIRED: 95% of filings before 2000 (state median 2013),Voluntarily Dissolved,
MO,INACTIVE / DISSOLVED / Admin Diss/Cancel - Repor,220072,2322759,9.475,1979.0,2004.0,2022.0,220021.0,1971,2013,2025,,Admin Diss/Cancel - Repor,
MO,INACTIVE / (none) / Forfeited,148122,2322759,6.377,1948.0,1978.0,1988.0,148072.0,1971,2013,2025,RETIRED: 95% of filings before 1988 (state median 2013),Forfeited,
MO,ACTIVE / GOOD_STANDING / Good Standing,147275,2322759,6.341,1938.0,2006.0,2026.0,147275.0,1971,2013,2025,,Good Standing,
MO,INACTIVE / (none) / Term/Cancel,135696,2322759,5.842,1971.0,2009.0,2023.0,135679.0,1971,2013,2025,,Term/Cancel,
MO,INACTIVE / DISSOLVED / Admin Diss/Cancel - Agent,64731,2322759,2.787,1993.0,2009.0,2022.0,64712.0,1971,2013,2025,,Admin Diss/Cancel - Agent,
MO,INACTIVE / (none) / (none),37984,2322759,1.635,1999.0,2007.0,2014.0,28524.0,1971,2013,2025,,(none),
MO,INACTIVE / (none) / Inactive - Merged,26070,2322759,1.122,1940.0,1983.0,2013.0,25797.0,1971,2013,2025,,Inactive - Merged,
MO,INACTIVE / (none) / Rejected,16104,2322759,0.693,1964.0,1980.0,2017.0,4477.0,1971,2013,2025,,Rejected,
MO,INACTIVE / (none) / Canceled,13759,2322759,0.592,1999.0,2014.0,2023.0,13758.0,1971,2013,2025,,Canceled,
MO,INACTIVE / DISSOLVED / Admin Diss/Cancel - Durat,10101,2322759,0.435,1988.0,1998.0,2021.0,10098.0,1971,2013,2025,,Admin Diss/Cancel - Durat,
MO,INACTIVE / DISSOLVED / Admin Dissolved/Cancelled,8810,2322759,0.379,1917.0,1973.0,2014.0,8809.0,1971,2013,2025,,Admin Dissolved/Cancelled,
MO,INACTIVE / (none) / Withdrawn,8015,2322759,0.345,1984.0,2010.0,2022.0,8015.0,1971,2013,2025,,Withdrawn,
MO,INACTIVE / (none) / Expired,6411,2322759,0.276,1997.0,2014.0,2024.0,6411.0,1971,2013,2025,,Expired,
MO,INACTIVE / DISSOLVED / Dissolved Nonprofit,3875,2322759,0.167,1957.0,1980.0,1998.0,2942.0,1971,2013,2025,RETIRED: 95% of filings before 1998 (state median 2013),Dissolved Nonprofit,
MO,INACTIVE / (none) / Accepted Inactive,2617,2322759,0.113,1900.0,1980.0,2010.0,2616.0,1971,2013,2025,,Accepted Inactive,
MO,INACTIVE / (none) / Inactive - Converted,1741,2322759,0.075,1962.0,2008.0,2023.0,1741.0,1971,2013,2025,,Inactive - Converted,
MO,INACTIVE / (none) / Withdrawn by Merger,1030,2322759,0.044,1998.0,2013.0,2022.0,1030.0,1971,2013,2025,,Withdrawn by Merger,
MO,ACTIVE / (none) / (none),954,2322759,0.041,2010.0,2021.0,2022.0,849.0,1971,2013,2025,,(none),
MO,INACTIVE / PENDING_ACTIVE / In Process,502,2322759,0.022,2019.0,2020.0,2024.0,365.0,1971,2013,2025,,In Process,INACTIVE+PENDING_ACTIVE is a valid combo (filing not yet effective): CONFLICT flag removed
MO,INACTIVE / (none) / Inactive - Consolidated,326,2322759,0.014,1882.0,1949.0,2001.0,315.0,1971,2013,2025,RETIRED: 95% of filings before 2001 (state median 2013),Inactive - Consolidated,
MO,INACTIVE / DISSOLVED / Ordered Dissolved,182,2322759,0.008,1886.0,1959.0,2006.0,181.0,1971,2013,2025,RARE: <0.01% of state,Ordered Dissolved,
MO,INACTIVE / (none) / Non-Qualified,143,2322759,0.006,1982.0,2016.0,2025.0,143.0,1971,2013,2025,RARE: <0.01% of state,Non-Qualified,
MO,UNKNOWN / (none) / (none),85,2322759,0.004,2020.0,2021.0,2022.0,83.0,1971,2013,2025,RARE: <0.01% of state,(none),
MO,INACTIVE / DISSOLVED / Dissolved,40,2322759,0.002,1886.0,1963.0,2015.0,40.0,1971,2013,2025,RARE: <0.01% of state,Dissolved,
MO,INACTIVE / (none) / Inactive,19,2322759,0.001,1888.0,2001.0,2018.0,17.0,1971,2013,2025,RARE: <0.01% of state,Inactive,
MO,ACTIVE / (none) / Fictitious Active,7,2322759,0.0,2019.0,2023.0,2025.0,7.0,1971,2013,2025,RARE: <0.01% of state,Fictitious Active,
MO,INACTIVE / (none) / Acceptance Inactive,4,2322759,0.0,1945.0,1970.0,2013.0,4.0,1971,2013,2025,RARE: <0.01% of state,Acceptance Inactive,
MO,INACTIVE / (none) / Fictitious Expired,2,2322759,0.0,2004.0,2004.0,2014.0,2.0,1971,2013,2025,RARE: <0.01% of state,Fictitious Expired,
MS,INACTIVE / DISSOLVED / Dissolved,420542,993552,42.327,1970.0,2009.0,2023.0,420540.0,1969,2015,2025,,Dissolved,
MS,ACTIVE / GOOD_STANDING / Good,337059,993552,33.925,1985.0,2020.0,2026.0,337059.0,1969,2015,2025,,Good,
MS,ACTIVE / PENDING_INACTIVE / IntentToDissolveAnnualReport,86048,993552,8.661,2009.0,2022.0,2025.0,86048.0,1969,2015,2025,,IntentToDissolveAnnualReport,
MS,INACTIVE / (none) / Revoked,35067,993552,3.529,1966.0,1997.0,2022.0,35065.0,1969,2015,2025,,Revoked,
MS,ACTIVE / GOOD_STANDING / Good Standing,20499,993552,2.063,1977.0,2014.0,2020.0,20499.0,1969,2015,2025,,Good Standing,
MS,UNKNOWN / (none) / (none),19942,993552,2.007,1946.0,1987.0,2007.0,19942.0,1969,2015,2025,,(none),
MS,INACTIVE / (none) / Withdrawn,14242,993552,1.433,1995.0,2014.0,2023.0,14242.0,1969,2015,2025,,Withdrawn,
MS,UNKNOWN / (none) / Undefined,12687,993552,1.277,1954.0,1986.0,2008.0,12687.0,1969,2015,2025,,Undefined,
MS,INACTIVE / (none) / Cancelled,9535,993552,0.96,1957.0,1989.0,2008.0,9535.0,1969,2015,2025,,Cancelled,
MS,ACTIVE / PENDING_INACTIVE / Intent To Dissolve - Failure to File Annual Report,9513,993552,0.957,2014.0,2019.0,2019.0,9513.0,1969,2015,2025,,Intent To Dissolve - Failure to File Annual Report,
MS,INACTIVE / (none) / InActive,9379,993552,0.944,1900.0,1926.0,2003.0,9379.0,1969,2015,2025,RETIRED: 95% of filings before 2003 (state median 2015),InActive,
MS,INACTIVE / (none) / Merged,8294,993552,0.835,1949.0,1979.0,2015.0,8294.0,1969,2015,2025,,Merged,
MS,INACTIVE / (none) / Canceled,6324,993552,0.637,1937.0,1989.0,2008.0,6324.0,1969,2015,2025,,Canceled,
MS,ACTIVE / PENDING_INACTIVE / IntentToDissolveAnnualReport_RegisteredAgent,1375,993552,0.138,2012.0,2024.0,2025.0,1375.0,1969,2015,2025,,IntentToDissolveAnnualReport_RegisteredAgent,
MS,INACTIVE / (none) / Expired,1074,993552,0.108,2011.0,2019.0,2025.0,1074.0,1969,2015,2025,,Expired,
MS,INACTIVE / DISSOLVED / AdministrativelyDissolved,571,993552,0.057,1918.0,2013.0,2020.0,571.0,1969,2015,2025,,AdministrativelyDissolved,
MS,INACTIVE / (none) / WithdrawnByMerger,453,993552,0.046,1978.0,2000.0,2009.0,453.0,1969,2015,2025,,WithdrawnByMerger,
MS,ACTIVE / PENDING_INACTIVE / IntentToDissolveRegisteredAgent,292,993552,0.029,2006.0,2021.0,2025.0,292.0,1969,2015,2025,,IntentToDissolveRegisteredAgent,
MS,ACTIVE / PENDING_INACTIVE / IntentToDissolveTax,252,993552,0.025,1970.0,2012.0,2024.0,252.0,1969,2015,2025,,IntentToDissolveTax,
MS,INACTIVE / (none) / Withdrawn By Merger,192,993552,0.019,1983.0,2001.0,2011.0,192.0,1969,2015,2025,,Withdrawn By Merger,
MS,"UNKNOWN / (none) / Intent To Dissolve - Failure to File Annual Report and no Registered Agent""",80,993552,0.008,1960.0,2019.0,2019.0,80.0,1969,2015,2025,RARE: <0.01% of state,"Intent To Dissolve - Failure to File Annual Report and no Registered Agent""",
MS,ACTIVE / PENDING_INACTIVE / Intent To Dissolve - Tax,55,993552,0.006,1988.0,2002.0,2017.0,55.0,1969,2015,2025,RARE: <0.01% of state,Intent To Dissolve - Tax,
MS,ACTIVE / (none) / NameChange,23,993552,0.002,1936.0,1968.0,1984.0,23.0,1969,2015,2025,RARE: <0.01% of state,NameChange,
MS,INACTIVE / DISSOLVED / Administratively Dissolved,18,993552,0.002,1998.0,2015.0,2017.0,18.0,1969,2015,2025,RARE: <0.01% of state,Administratively Dissolved,
MS,INACTIVE / PENDING_ACTIVE / Name Reserved,15,993552,0.002,1939.0,2004.0,2006.0,15.0,1969,2015,2025,RARE: <0.01% of state,Name Reserved,INACTIVE+PENDING_ACTIVE is a valid combo (filing not yet effective): CONFLICT flag removed
MS,INACTIVE / (none) / NameReserved,14,993552,0.001,1943.0,1984.0,2004.0,14.0,1969,2015,2025,RARE: <0.01% of state,NameReserved,
MS,ACTIVE / (none) / Active,2,993552,0.0,2021.0,2021.0,2021.0,2.0,1969,2015,2025,RARE: <0.01% of state,Active,
MS,ACTIVE / PENDING_INACTIVE / Intent To Dissolve - No Registered Agent,2,993552,0.0,2013.0,2013.0,2015.0,2.0,1969,2015,2025,RARE: <0.01% of state,Intent To Dissolve - No Registered Agent,
MS,UNKNOWN / (none) / NotFound,2,993552,0.0,1913.0,1913.0,2017.0,2.0,1969,2015,2025,RARE: <0.01% of state,NotFound,
MS,ACTIVE / PENDING_INACTIVE / IntentToDissolve,1,993552,0.0,2024.0,2024.0,2024.0,1.0,1969,2015,2025,RARE: <0.01% of state,IntentToDissolve,
MT,ACTIVE / GOOD_STANDING / Active-Good Standing,414005,763061,54.256,1995.0,2022.0,2026.0,414003.0,1959,2016,2026,,Active-Good Standing,
MT,INACTIVE / DISSOLVED / Involuntary Dissolution,186969,763061,24.502,1966.0,2007.0,2021.0,186969.0,1959,2016,2026,,Involuntary Dissolution,
MT,INACTIVE / DISSOLVED / Inactive-Voluntary Dissolution,59024,763061,7.735,1938.0,2012.0,2024.0,59024.0,1959,2016,2026,,Inactive-Voluntary Dissolution,
MT,INACTIVE / (none) / Inactive-Revoked,44913,763061,5.886,1961.0,1997.0,2017.0,44913.0,1959,2016,2026,,Inactive-Revoked,
MT,INACTIVE / (none) / Voluntary Withdrawal,22641,763061,2.967,1926.0,1993.0,2017.0,22641.0,1959,2016,2026,,Voluntary Withdrawal,
MT,INACTIVE / (none) / Inactive Expired,21351,763061,2.798,1890.0,1917.0,2013.0,21351.0,1959,2016,2026,,Inactive Expired,
MT,INACTIVE / (none) / Inactive-Partnership Expired,4162,763061,0.545,1977.0,1998.0,2014.0,4162.0,1959,2016,2026,,Inactive-Partnership Expired,
MT,INACTIVE / (none) / Inactive-Merged,3529,763061,0.462,1919.0,1974.0,2013.0,3529.0,1959,2016,2026,,Inactive-Merged,
MT,INACTIVE / (none) / Inactive-Cancelled,3427,763061,0.449,1981.0,2005.0,2023.0,3427.0,1959,2016,2026,,Inactive-Cancelled,
MT,INACTIVE / (none) / (none),1507,763061,0.197,1883.0,1954.0,2022.0,1507.0,1959,2016,2026,,(none),
MT,INACTIVE / (none) / Inactive-Merged out to Unqualified Entity,893,763061,0.117,1933.0,1985.0,2018.0,893.0,1959,2016,2026,,Inactive-Merged out to Unqualified Entity,
MT,INACTIVE / DISSOLVED / Inactive-Court Dissolution,388,763061,0.051,1905.0,1922.0,1962.0,388.0,1959,2016,2026,RETIRED: 95% of filings before 1962 (state median 2016),Inactive-Court Dissolution,
MT,ACTIVE / (none) / Active-Suspended,181,763061,0.024,1969.0,2002.0,2016.0,181.0,1959,2016,2026,,Active-Suspended,
MT,ACTIVE / PENDING_INACTIVE / Active-Statement of Intent,20,763061,0.003,2020.0,2023.0,2026.0,20.0,1959,2016,2026,RARE: <0.01% of state,Active-Statement of Intent,
MT,ACTIVE / GOOD_STANDING / Active Good Standing,18,763061,0.002,1998.0,2018.0,2020.0,18.0,1959,2016,2026,RARE: <0.01% of state,Active Good Standing,
MT,INACTIVE / (none) / Inactive-Pending Reinstatement,11,763061,0.001,1986.0,2009.0,2021.0,11.0,1959,2016,2026,RARE: <0.01% of state,Inactive-Pending Reinstatement,
MT,ACTIVE / (none) / Active-Pending Renewal,9,763061,0.001,1992.0,2008.0,2019.0,9.0,1959,2016,2026,RARE: <0.01% of state,Active-Pending Renewal,
MT,UNKNOWN / (none) / Inactive-Domesticated,4,763061,0.001,2021.0,2023.0,2025.0,4.0,1959,2016,2026,RARE: <0.01% of state,Inactive-Domesticated,
MT,ACTIVE / (none) / (none),2,763061,0.0,2017.0,2017.0,2021.0,2.0,1959,2016,2026,RARE: <0.01% of state,(none),
MT,INACTIVE / (none) / Inactive-Removed,2,763061,0.0,2018.0,2018.0,2019.0,2.0,1959,2016,2026,RARE: <0.01% of state,Inactive-Removed,
MT,UNKNOWN / (none) / Inactive-Converted,2,763061,0.0,2024.0,2024.0,2024.0,2.0,1959,2016,2026,RARE: <0.01% of state,Inactive-Converted,
MT,INACTIVE / (none) / Inactive Removed,1,763061,0.0,2010.0,2010.0,2010.0,1.0,1959,2016,2026,RARE: <0.01% of state,Inactive Removed,
MT,INACTIVE / (none) / Inactive-Disassociation of Manager,1,763061,0.0,1996.0,1996.0,1996.0,1.0,1959,2016,2026,RARE: <0.01% of state,Inactive-Disassociation of Manager,
MT,UNKNOWN / (none) / Inactive-Void,1,763061,0.0,2025.0,2025.0,2025.0,1.0,1959,2016,2026,RARE: <0.01% of state,Inactive-Void,
NC,ACTIVE / GOOD_STANDING / Current-Active,1063277,2884628,36.86,1991.0,2021.0,2026.0,1063211.0,1983,2016,2026,,Current-Active,
NC,INACTIVE / DISSOLVED / Admin. Dissolved,800674,2884628,27.757,2000.0,2019.0,2024.0,800651.0,1983,2016,2026,,Admin. Dissolved,
NC,INACTIVE / (none) / Multiple,372837,2884628,12.925,1976.0,1997.0,2014.0,372823.0,1983,2016,2026,,Multiple,
NC,INACTIVE / DISSOLVED / Dissolved,352050,2884628,12.204,1982.0,2010.0,2024.0,352017.0,1983,2016,2026,,Dissolved,
NC,ACTIVE / NOT_GOOD_STANDING / Active-Not Current,80935,2884628,2.806,2006.0,2025.0,2025.0,80930.0,1983,2016,2026,,Active-Not Current,
NC,INACTIVE / (none) / Withdrawn,68088,2884628,2.36,1984.0,2007.0,2022.0,68078.0,1983,2016,2026,,Withdrawn,
NC,INACTIVE / (none) / Revoked,49062,2884628,1.701,1991.0,2014.0,2023.0,49060.0,1983,2016,2026,,Revoked,
NC,INACTIVE / (none) / Converted,17018,2884628,0.59,1991.0,2011.0,2024.0,17012.0,1983,2016,2026,,Converted,
NC,INACTIVE / DISSOLVED / Auto Dissolve,16763,2884628,0.581,1964.0,1977.0,1980.0,16763.0,1983,2016,2026,RETIRED: 95% of filings before 1980 (state median 2016),Auto Dissolve,
NC,INACTIVE / (none) / Merged,16453,2884628,0.57,1958.0,1993.0,2017.0,16414.0,1983,2016,2026,,Merged,
NC,INACTIVE / (none) / Suspended,13730,2884628,0.476,1978.0,2003.0,2012.0,13726.0,1983,2016,2026,,Suspended,
NC,INACTIVE / (none) / Withdrawn by Merger,12061,2884628,0.418,1977.0,2004.0,2021.0,11986.0,1983,2016,2026,,Withdrawn by Merger,
NC,INACTIVE / (none) / Cancelled,6765,2884628,0.235,1983.0,1999.0,2021.0,6752.0,1983,2016,2026,,Cancelled,
NC,INACTIVE / (none) / PA Suspended,5993,2884628,0.208,1986.0,2012.0,2023.0,5987.0,1983,2016,2026,,PA Suspended,
NC,ACTIVE / NOT_GOOD_STANDING / Active/Failure to Pay Fee,2593,2884628,0.09,2010.0,2025.0,2026.0,2593.0,1983,2016,2026,,Active/Failure to Pay Fee,
NC,INACTIVE / (none) / Admin Cancelled,2537,2884628,0.088,2020.0,2024.0,2025.0,2527.0,1983,2016,2026,,Admin Cancelled,
NC,INACTIVE / (none) / Failure to Pay Fee,2156,2884628,0.075,2017.0,2025.0,2026.0,1982.0,1983,2016,2026,,Failure to Pay Fee,
NC,INACTIVE / (none) / Expired,1234,2884628,0.043,1993.0,1995.0,1998.0,1050.0,1983,2016,2026,RETIRED: 95% of filings before 1998 (state median 2016),Expired,
NC,INACTIVE / (none) / Consolidated,118,2884628,0.004,1929.0,1974.0,1992.0,118.0,1983,2016,2026,RETIRED: 95% of filings before 1992 (state median 2016); RARE: <0.01% of state,Consolidated,
NC,ACTIVE / NOT_GOOD_STANDING / Active-On Notice,84,2884628,0.003,2001.0,2025.0,2026.0,84.0,1983,2016,2026,RARE: <0.01% of state,Active-On Notice,
