state,label,n,state_n,pct,p05,p50,p95,dated_n,s_p05,s_p50,s_p95,outlier_flags,status_details,cleaning_action
PA,INACTIVE / (none) / Inactive - Withdrawn,8366,3274722,0.255,1995.0,2016.0,2024.0,8366.0,1919,2010,2025,,Inactive - Withdrawn,
PA,INACTIVE / (none) / Inactive - Expired,5583,3274722,0.17,1753.0,2004.0,2005.0,5583.0,1919,2010,2025,,Inactive - Expired,
PA,ACTIVE / (none) / Active,5088,3274722,0.155,1985.0,2017.0,2022.0,5088.0,1919,2010,2025,,Active,
PA,ACTIVE / (none) / (none),3442,3274722,0.105,2001.0,2013.0,2017.0,3442.0,1919,2010,2025,,(none),
PA,INACTIVE / (none) / (none),1933,3274722,0.059,1977.0,2004.0,2014.0,1933.0,1919,2010,2025,,(none),
PA,INACTIVE / (none) / Inactive - Revoked,583,3274722,0.018,2009.0,2020.0,2025.0,583.0,1919,2010,2025,,Inactive - Revoked,
PA,INACTIVE / (none) / Inactive - Domesticated Out of PA,333,3274722,0.01,1996.0,2018.0,2024.0,333.0,1919,2010,2025,,Inactive - Domesticated Out of PA,
PA,INACTIVE / (none) / Inactive - Nonqualified,253,3274722,0.008,2015.0,2021.0,2022.0,253.0,1919,2010,2025,RARE: <0.01% of state,Inactive - Nonqualified,
PA,UNKNOWN / (none) / Active - Pending Future Effective Date,89,3274722,0.003,2025.0,2026.0,2026.0,89.0,1919,2010,2025,RARE: <0.01% of state,Active - Pending Future Effective Date,
PA,INACTIVE / (none) / Inactive - Converted Out,16,3274722,0.0,1941.0,2018.0,2025.0,16.0,1919,2010,2025,RARE: <0.01% of state,Inactive - Converted Out,
PA,INACTIVE / (none) / Inactive - Abandoned,13,3274722,0.0,2016.0,2024.0,2026.0,13.0,1919,2010,2025,RARE: <0.01% of state,Inactive - Abandoned,
PA,INACTIVE / (none) / Inactive - No Agent,9,3274722,0.0,2022.0,2025.0,2026.0,9.0,1919,2010,2025,RARE: <0.01% of state,Inactive - No Agent,
PA,UNKNOWN / (none) / Inactive - Administratively Dissolved,7,3274722,0.0,1969.0,1993.0,2005.0,7.0,1919,2010,2025,RARE: <0.01% of state,Inactive - Administratively Dissolved,
PA,UNKNOWN / (none) / (none),5,3274722,0.0,2024.0,2024.0,2025.0,5.0,1919,2010,2025,RARE: <0.01% of state,(none),
PA,INACTIVE / (none) / Inactive - Terminated - Court Order,1,3274722,0.0,1909.0,1909.0,1909.0,1.0,1919,2010,2025,RARE: <0.01% of state,Inactive - Terminated - Court Order,
PA,ACTIVE / PENDING_ACTIVE / Active - Pending Future Effective Date,1,3274722,0.0,2023.0,2023.0,2023.0,1.0,1919,2010,2025,RARE: <0.01% of state,Active - Pending Future Effective Date,
PA,INACTIVE / (none) / Inactive - Administratively Terminated,1,3274722,0.0,2008.0,2008.0,2008.0,1.0,1919,2010,2025,RARE: <0.01% of state,Inactive - Administratively Terminated,
RI,INACTIVE / (none) / Revoked Entity,158419,369664,42.855,1977.0,2003.0,2021.0,158398.0,1978,2010,2025,,Revoked Entity,
RI,ACTIVE / (none) / (none),119175,369664,32.239,1988.0,2019.0,2026.0,119160.0,1978,2010,2025,,(none),
RI,INACTIVE / DISSOLVED / Dissolved,33727,369664,9.124,1971.0,2007.0,2023.0,33713.0,1978,2010,2025,,Dissolved,
RI,ACTIVE / PENDING_INACTIVE / Revocation Notice,9430,369664,2.551,2002.0,2024.0,2025.0,9430.0,1978,2010,2025,,Revocation Notice,
RI,INACTIVE / (none) / Withdrawn,8653,369664,2.341,1973.0,2000.0,2021.0,8653.0,1978,2010,2025,,Withdrawn,
RI,INACTIVE / PENDING_ACTIVE / Name Reservation,8223,369664,2.224,2008.0,2016.0,2024.0,8223.0,1978,2010,2025,,Name Reservation,INACTIVE+PENDING_ACTIVE is a valid combo (filing not yet effective): CONFLICT flag removed
RI,ACTIVE / PENDING_INACTIVE / Revoked Entity,7827,369664,2.117,2004.0,2023.0,2025.0,7827.0,1978,2010,2025,,Revoked Entity,
RI,INACTIVE / (none) / Cancelled,6135,369664,1.66,1989.0,2010.0,2023.0,6134.0,1978,2010,2025,,Cancelled,
RI,INACTIVE / (none) / Revoked Authority,5775,369664,1.562,1971.0,1988.0,1997.0,5774.0,1978,2010,2025,RETIRED: 95% of filings before 1997 (state median 2010),Revoked Authority,
RI,INACTIVE / (none) / Conversion,3288,369664,0.889,1986.0,2011.0,2023.0,3288.0,1978,2010,2025,,Conversion,
RI,INACTIVE / (none) / Merged into an entity of record,3198,369664,0.865,1946.0,1986.0,2012.0,3189.0,1978,2010,2025,,Merged into an entity of record,
RI,INACTIVE / (none) / Expired,2497,369664,0.675,1978.0,2007.0,2019.0,2497.0,1978,2010,2025,,Expired,
RI,INACTIVE / (none) / (none),1327,369664,0.359,1936.0,1993.0,2022.0,1316.0,1978,2010,2025,,(none),
RI,INACTIVE / (none) / Forfeited,648,369664,0.175,1969.0,1981.0,1983.0,648.0,1978,2010,2025,RETIRED: 95% of filings before 1983 (state median 2010),Forfeited,
RI,INACTIVE / (none) / Bankruptcy,468,369664,0.127,1974.0,1999.0,2015.0,468.0,1978,2010,2025,,Bankruptcy,
RI,INACTIVE / PENDING_ACTIVE / Name Registration,324,369664,0.088,2006.0,2011.0,2023.0,324.0,1978,2010,2025,,Name Registration,INACTIVE+PENDING_ACTIVE is a valid combo (filing not yet effective): CONFLICT flag removed
RI,INACTIVE / (none) / Receivership,292,369664,0.079,1957.0,1997.0,2015.0,292.0,1978,2010,2025,,Receivership,
RI,ACTIVE / (none) / Name Reservation,78,369664,0.021,2026.0,2026.0,2026.0,78.0,1978,2010,2025,,Name Reservation,
RI,ACTIVE / (none) / Bankruptcy,55,369664,0.015,1990.0,2014.0,2024.0,55.0,1978,2010,2025,,Bankruptcy,
RI,INACTIVE / (none) / Consolidated,55,369664,0.015,1878.0,1959.0,2001.0,53.0,1978,2010,2025,,Consolidated,
RI,ACTIVE / (none) / Receivership,33,369664,0.009,1967.0,2018.0,2025.0,33.0,1978,2010,2025,RARE: <0.01% of state,Receivership,
RI,ACTIVE / (none) / Revival,17,369664,0.005,2002.0,2021.0,2024.0,17.0,1978,2010,2025,RARE: <0.01% of state,Revival,
RI,ACTIVE / (none) / Name Registration,15,369664,0.004,2014.0,2025.0,2026.0,15.0,1978,2010,2025,RARE: <0.01% of state,Name Registration,
RI,INACTIVE / (none) / Mastership,2,369664,0.001,1959.0,1959.0,1967.0,2.0,1978,2010,2025,RARE: <0.01% of state,Mastership,
RI,INACTIVE / (none) / Revocation Notice,2,369664,0.001,2011.0,2011.0,2023.0,2.0,1978,2010,2025,RARE: <0.01% of state,Revocation Notice,
RI,ACTIVE / (none) / Conversion,1,369664,0.0,2025.0,2025.0,2025.0,1.0,1978,2010,2025,RARE: <0.01% of state,Conversion,
SC,ACTIVE / GOOD_STANDING / Good Standing,1166947,1625309,71.798,1998.0,2020.0,2026.0,1166535.0,1986,2016,2025,,Good Standing,
SC,INACTIVE / DISSOLVED / Dissolved,242149,1625309,14.899,1980.0,2006.0,2023.0,242112.0,1986,2016,2025,,Dissolved,
SC,INACTIVE / (none) / Forfeited,143167,1625309,8.809,1976.0,1994.0,2015.0,143124.0,1986,2016,2025,,Forfeited,
SC,INACTIVE / PENDING_ACTIVE / Reserved,35392,1625309,2.178,2003.0,2009.0,2023.0,35392.0,1986,2016,2025,,Reserved,INACTIVE+PENDING_ACTIVE is a valid combo (filing not yet effective): CONFLICT flag removed
SC,INACTIVE / (none) / No agent,16132,1625309,0.993,2000.0,2018.0,2024.0,16132.0,1986,2016,2025,,No agent,
SC,INACTIVE / (none) / Merged,10949,1625309,0.674,1964.0,1997.0,2018.0,10941.0,1986,2016,2025,,Merged,
SC,INACTIVE / (none) / Expired,6866,1625309,0.422,1996.0,2019.0,2024.0,6866.0,1986,2016,2025,,Expired,
SC,INACTIVE / PENDING_ACTIVE / Registered,3079,1625309,0.189,2003.0,2007.0,2017.0,3079.0,1986,2016,2025,,Registered,INACTIVE+PENDING_ACTIVE is a valid combo (filing not yet effective): CONFLICT flag removed
SC,INACTIVE / (none) / Deleted,245,1625309,0.015,1943.0,1998.0,2023.0,245.0,1986,2016,2025,,Deleted,
SC,ACTIVE / (none) / Reinstated,144,1625309,0.009,1996.0,1997.0,1999.0,144.0,1986,2016,2025,RETIRED: 95% of filings before 1999 (state median 2016); RARE: <0.01% of state,Reinstated,
SC,INACTIVE / (none) / General Partnership Conversion,89,1625309,0.005,2009.0,2020.0,2025.0,89.0,1986,2016,2025,RARE: <0.01% of state,General Partnership Conversion,
SC,ACTIVE / PENDING_INACTIVE / Intent,79,1625309,0.005,1953.0,1976.0,1983.0,79.0,1986,2016,2025,RARE: <0.01% of state,Intent,
SC,UNKNOWN / (none) / (none),71,1625309,0.004,2024.0,2026.0,2026.0,71.0,1986,2016,2025,RARE: <0.01% of state,(none),
SD,ACTIVE / GOOD_STANDING / Good Standing,132459,291539,45.434,1988.0,2020.0,2026.0,132440.0,1980,2014,2025,,Good Standing,
SD,INACTIVE / DISSOLVED / Dissolved (Administrative),69675,291539,23.899,1980.0,2014.0,2024.0,69657.0,1980,2014,2025,,Dissolved (Administrative),
SD,INACTIVE / (none) / Inactive,65769,291539,22.559,1973.0,2002.0,2022.0,65769.0,1980,2014,2025,,Inactive,
SD,INACTIVE / (none) / Revoked (Administrative),20461,291539,7.018,1980.0,2001.0,2022.0,20461.0,1980,2014,2025,,Revoked (Administrative),
SD,ACTIVE / NOT_GOOD_STANDING / Delinquent,3175,291539,1.089,2002.0,2023.0,2025.0,3163.0,1980,2014,2025,,Delinquent,
TN,INACTIVE / DISSOLVED / Inactive - Dissolved (Administrative),488980,1424662,34.323,1980.0,2009.0,2022.0,488980.0,1978,2014,2025,,Inactive - Dissolved (Administrative),"stale GOOD_STANDING on INACTIVE entity: sub_status -> DISSOLVED if details say dissolved, else none"
TN,ACTIVE / GOOD_STANDING / Active,440946,1424662,30.951,1993.0,2021.0,2026.0,440946.0,1978,2014,2025,,Active,
TN,INACTIVE / (none) / Inactive - Terminated,134157,1424662,9.417,1972.0,2004.0,2022.0,134157.0,1978,2014,2025,,Inactive - Terminated,"stale GOOD_STANDING on INACTIVE entity: sub_status -> DISSOLVED if details say dissolved, else none"
TN,INACTIVE / NOT_GOOD_STANDING / Inactive - Dissolved (Administrative),101671,1424662,7.136,2008.0,2024.0,2025.0,101671.0,1978,2014,2025,,Inactive - Dissolved (Administrative),
TN,INACTIVE / (none) / Inactive - Revoked (Revenue),70200,1424662,4.927,1958.0,1983.0,2012.0,70200.0,1978,2014,2025,,Inactive - Revoked (Revenue),"stale GOOD_STANDING on INACTIVE entity: sub_status -> DISSOLVED if details say dissolved, else none"
TN,INACTIVE / (none) / Inactive - Revoked (Administrative),58814,1424662,4.128,1980.0,2005.0,2022.0,58814.0,1978,2014,2025,,Inactive - Revoked (Administrative),"stale GOOD_STANDING on INACTIVE entity: sub_status -> DISSOLVED if details say dissolved, else none"
TN,INACTIVE / (none) / Inactive - Withdrawn,26308,1424662,1.847,1969.0,1995.0,2019.0,26308.0,1978,2014,2025,,Inactive - Withdrawn,"stale GOOD_STANDING on INACTIVE entity: sub_status -> DISSOLVED if details say dissolved, else none"
TN,ACTIVE / NOT_GOOD_STANDING / Active,24465,1424662,1.717,1996.0,2017.0,2023.0,24465.0,1978,2014,2025,,Active,
TN,INACTIVE / (none) / Inactive - Merged,21513,1424662,1.51,1959.0,1994.0,2015.0,21513.0,1978,2014,2025,,Inactive - Merged,"stale GOOD_STANDING on INACTIVE entity: sub_status -> DISSOLVED if details say dissolved, else none"
TN,INACTIVE / (none) / Inactive - Cancelled,20519,1424662,1.44,1992.0,2007.0,2022.0,20519.0,1978,2014,2025,,Inactive - Cancelled,"stale GOOD_STANDING on INACTIVE entity: sub_status -> DISSOLVED if details say dissolved, else none"
TN,INACTIVE / NOT_GOOD_STANDING / Inactive - Revoked (Administrative),10731,1424662,0.753,2006.0,2022.0,2025.0,10731.0,1978,2014,2025,,Inactive - Revoked (Administrative),
TN,INACTIVE / (none) / Inactive - Expired,7007,1424662,0.492,1996.0,2013.0,2019.0,7007.0,1978,2014,2025,,Inactive - Expired,"stale GOOD_STANDING on INACTIVE entity: sub_status -> DISSOLVED if details say dissolved, else none"
TN,INACTIVE / NOT_GOOD_STANDING / Inactive - Terminated,5749,1424662,0.404,1999.0,2022.0,2025.0,5749.0,1978,2014,2025,,Inactive - Terminated,
TN,ACTIVE / PENDING_INACTIVE / Active - Dissolved,4045,1424662,0.284,1994.0,2017.0,2025.0,4045.0,1978,2014,2025,,Active - Dissolved,ACTIVE with dissolved wording -> sub_status PENDING_INACTIVE (winding up)
TN,INACTIVE / (none) / Inactive - Revoked (Labor & Workforce Dept),3822,1424662,0.268,1991.0,2011.0,2021.0,3822.0,1978,2014,2025,,Inactive - Revoked (Labor & Workforce Dept),"stale GOOD_STANDING on INACTIVE entity: sub_status -> DISSOLVED if details say dissolved, else none"
TN,INACTIVE / (none) / Inactive - Converted,1123,1424662,0.079,1988.0,2015.0,2025.0,1123.0,1978,2014,2025,,Inactive - Converted,"stale GOOD_STANDING on INACTIVE entity: sub_status -> DISSOLVED if details say dissolved, else none"
TN,INACTIVE / (none) / (none),968,1424662,0.068,2019.0,2019.0,2019.0,968.0,1978,2014,2025,,(none),
TN,INACTIVE / DISSOLVED / Inactive - Dissolved (No Agent),785,1424662,0.055,1997.0,2019.0,2023.0,785.0,1978,2014,2025,,Inactive - Dissolved (No Agent),"stale GOOD_STANDING on INACTIVE entity: sub_status -> DISSOLVED if details say dissolved, else none"
TN,INACTIVE / (none) / Inactive - Revoked (No Agent),483,1424662,0.034,2000.0,2014.0,2022.0,483.0,1978,2014,2025,,Inactive - Revoked (No Agent),"stale GOOD_STANDING on INACTIVE entity: sub_status -> DISSOLVED if details say dissolved, else none"
TN,ACTIVE / PENDING_INACTIVE / Active - Suspended,479,1424662,0.034,1989.0,1999.0,2014.0,479.0,1978,2014,2025,,Active - Suspended,
TN,INACTIVE / NOT_GOOD_STANDING / Inactive - Cancelled,435,1424662,0.031,2007.0,2021.0,2024.0,435.0,1978,2014,2025,,Inactive - Cancelled,
TN,INACTIVE / NOT_GOOD_STANDING / Inactive - Withdrawn,338,1424662,0.024,1996.0,2018.0,2024.0,338.0,1978,2014,2025,,Inactive - Withdrawn,
TN,INACTIVE / NOT_GOOD_STANDING / Inactive - Revoked (Labor & Workforce Dept),304,1424662,0.021,2002.0,2020.0,2024.0,304.0,1978,2014,2025,,Inactive - Revoked (Labor & Workforce Dept),
TN,INACTIVE / (none) / Inactive - Void Filing Error,241,1424662,0.017,2025.0,2026.0,2026.0,241.0,1978,2014,2025,NEW: 95% of filings after 2025,Inactive - Void Filing Error,"stale GOOD_STANDING on INACTIVE entity: sub_status -> DISSOLVED if details say dissolved, else none"
TN,ACTIVE / (none) / (none),213,1424662,0.015,2019.0,2019.0,2020.0,213.0,1978,2014,2025,,(none),
TN,INACTIVE / (none) / Inactive - FI Null and Void,169,1424662,0.012,1889.0,1916.0,1976.0,169.0,1978,2014,2025,RETIRED: 95% of filings before 1976 (state median 2014),Inactive - FI Null and Void,
TN,INACTIVE / DISSOLVED / Inactive - Dissolved (Judicial),67,1424662,0.005,1954.0,1998.0,2008.0,67.0,1978,2014,2025,RARE: <0.01% of state,Inactive - Dissolved (Judicial),
TN,INACTIVE / NOT_GOOD_STANDING / Inactive - Void Filing Error,22,1424662,0.002,2023.0,2024.0,2025.0,22.0,1978,2014,2025,RARE: <0.01% of state,Inactive - Void Filing Error,
TN,INACTIVE / NOT_GOOD_STANDING / Inactive - Revoked (No Agent),21,1424662,0.001,2014.0,2023.0,2024.0,21.0,1978,2014,2025,RARE: <0.01% of state,Inactive - Revoked (No Agent),
TN,INACTIVE / NOT_GOOD_STANDING / Inactive - Expired,20,1424662,0.001,1989.0,2019.0,2023.0,20.0,1978,2014,2025,RARE: <0.01% of state,Inactive - Expired,
TN,INACTIVE / NOT_GOOD_STANDING / Inactive - Dissolved (No Agent),19,1424662,0.001,2000.0,2020.0,2024.0,19.0,1978,2014,2025,RARE: <0.01% of state,Inactive - Dissolved (No Agent),
TN,INACTIVE / NOT_GOOD_STANDING / Inactive - Merged,17,1424662,0.001,1943.0,2019.0,2025.0,17.0,1978,2014,2025,RARE: <0.01% of state,Inactive - Merged,
TN,INACTIVE / NOT_GOOD_STANDING / Inactive - Revoked (Revenue),15,1424662,0.001,1948.0,2004.0,2013.0,15.0,1978,2014,2025,RARE: <0.01% of state,Inactive - Revoked (Revenue),
TN,INACTIVE / NOT_GOOD_STANDING / Inactive - Converted,5,1424662,0.0,2000.0,2015.0,2020.0,5.0,1978,2014,2025,RARE: <0.01% of state,Inactive - Converted,
TN,ACTIVE / GOOD_STANDING / Active - Suspended,3,1424662,0.0,1989.0,1993.0,1998.0,3.0,1978,2014,2025,RARE: <0.01% of state,Active - Suspended,
TN,INACTIVE / (none) / Inactive - Bank,2,1424662,0.0,1917.0,1917.0,1919.0,2.0,1978,2014,2025,RARE: <0.01% of state,Inactive - Bank,
TN,INACTIVE / NOT_GOOD_STANDING / Inactive - Dissolved (Judicial),2,1424662,0.0,2021.0,2021.0,2022.0,2.0,1978,2014,2025,RARE: <0.01% of state,Inactive - Dissolved (Judicial),
TN,INACTIVE / (none) / Deleted,2,1424662,0.0,2025.0,2025.0,2025.0,2.0,1978,2014,2025,RARE: <0.01% of state,Deleted,"stale GOOD_STANDING on INACTIVE entity: sub_status -> DISSOLVED if details say dissolved, else none"
TN,ACTIVE / (none) / Active,1,1424662,0.0,2018.0,2018.0,2018.0,1.0,1978,2014,2025,RARE: <0.01% of state,Active,
TN,INACTIVE / NOT_GOOD_STANDING / Cancelled,1,1424662,0.0,2021.0,2021.0,2021.0,1.0,1978,2014,2025,RARE: <0.01% of state,Cancelled,
TX,ACTIVE / GOOD_STANDING / IN EXISTENCE,3341465,8028989,41.618,1998.0,2021.0,2026.0,3341449.0,1975,2015,2025,,IN EXISTENCE,
TX,INACTIVE / (none) / FORFEITED EXISTENCE,2756385,8028989,34.33,1973.0,2011.0,2023.0,2756375.0,1975,2015,2025,,FORFEITED EXISTENCE,
TX,INACTIVE / DISSOLVED / VOLUNTARILY DISSOLVED,1002804,8028989,12.49,1954.0,2006.0,2022.0,1002801.0,1975,2015,2025,,VOLUNTARILY DISSOLVED,
TX,INACTIVE / (none) / EXPIRED,300682,8028989,3.745,1924.0,2013.0,2025.0,300681.0,1975,2015,2025,,EXPIRED,
TX,INACTIVE / DISSOLVED / INVOLUNTARILY DISSOLVED,215678,8028989,2.686,1949.0,1997.0,2025.0,215678.0,1975,2015,2025,,INVOLUNTARILY DISSOLVED,
TX,INACTIVE / (none) / CANCELLED,118977,8028989,1.482,1978.0,2002.0,2016.0,118977.0,1975,2015,2025,,CANCELLED,
TX,INACTIVE / (none) / WITHDRAWN,91888,8028989,1.144,1939.0,1999.0,2021.0,91888.0,1975,2015,2025,,WITHDRAWN,
TX,INACTIVE / (none) / TERMINATED,65960,8028989,0.822,1976.0,2005.0,2021.0,65960.0,1975,2015,2025,,TERMINATED,
TX,INACTIVE / (none) / MERGED,65924,8028989,0.821,1955.0,1987.0,2015.0,65924.0,1975,2015,2025,,MERGED,
TX,INACTIVE / (none) / CONVERTED,35538,8028989,0.443,1979.0,2003.0,2022.0,35538.0,1975,2015,2025,,CONVERTED,
TX,INACTIVE / (none) / REVOKED,13294,8028989,0.166,1978.0,2008.0,2023.0,13294.0,1975,2015,2025,,REVOKED,
TX,INACTIVE / DISSOLVED / JUDICIALLY DISSOLVED,6765,8028989,0.084,1931.0,1956.0,1965.0,6765.0,1975,2015,2025,RETIRED: 95% of filings before 1965 (state median 2015),JUDICIALLY DISSOLVED,
TX,INACTIVE / (none) / DELETED,5967,8028989,0.074,2002.0,2007.0,2015.0,5967.0,1975,2015,2025,,DELETED,
TX,ACTIVE / (none) / RA NOTICE SENT,2541,8028989,0.032,2004.0,2021.0,2025.0,2541.0,1975,2015,2025,,RA NOTICE SENT,
TX,INACTIVE / (none) / (none),2341,8028989,0.029,1996.0,2016.0,2024.0,2341.0,1975,2015,2025,,(none),
TX,ACTIVE / NOT_GOOD_STANDING / DELINQUENT,1148,8028989,0.014,2004.0,2022.0,2025.0,1148.0,1975,2015,2025,,DELINQUENT,
TX,INACTIVE / (none) / CONSOLIDATED,618,8028989,0.008,1936.0,1966.0,1986.0,618.0,1975,2015,2025,RETIRED: 95% of filings before 1986 (state median 2015); RARE: <0.01% of state,CONSOLIDATED,
TX,INACTIVE / (none) / LAW REPEATED,478,8028989,0.006,1906.0,1954.0,1997.0,478.0,1975,2015,2025,RETIRED: 95% of filings before 1997 (state median 2015); RARE: <0.01% of state,LAW REPEATED,
TX,UNKNOWN / (none) / (none),344,8028989,0.004,2019.0,2022.0,2022.0,342.0,1975,2015,2025,RARE: <0.01% of state,(none),
TX,ACTIVE / (none) / REPORT DUE,156,8028989,0.002,1938.0,2019.0,2019.0,156.0,1975,2015,2025,RARE: <0.01% of state,REPORT DUE,
TX,ACTIVE / (none) / FORFEITED RIGHTS,32,8028989,0.0,1985.0,1997.0,2021.0,32.0,1975,2015,2025,RARE: <0.01% of state,FORFEITED RIGHTS,
TX,INACTIVE / (none) / STRICKEN,4,8028989,0.0,1996.0,2001.0,2003.0,4.0,1975,2015,2025,RARE: <0.01% of state,STRICKEN,
UT,INACTIVE / (none) / Inactive,934508,1550618,60.267,1983.0,2010.0,2023.0,934508.0,1986,2015,2025,,Inactive,
UT,ACTIVE / (none) / Active,446689,1550618,28.807,2000.0,2022.0,2026.0,446689.0,1986,2015,2025,,Active,
UT,ACTIVE / NOT_GOOD_STANDING / Delinquent,132664,1550618,8.556,2003.0,2022.0,2025.0,132664.0,1986,2015,2025,,Delinquent,
UT,INACTIVE / (none) / Expired,36012,1550618,2.322,1978.0,2001.0,2020.0,36012.0,1986,2015,2025,,Expired,
UT,INACTIVE / (none) / Pending,612,1550618,0.039,2025.0,2025.0,2026.0,612.0,1986,2015,2025,,Pending,
UT,INACTIVE / (none) / Cancelled,87,1550618,0.006,1990.0,2008.0,2025.0,87.0,1986,2015,2025,RARE: <0.01% of state,Cancelled,
UT,INACTIVE / (none) / Required Filing Hold,14,1550618,0.001,2025.0,2026.0,2026.0,14.0,1986,2015,2025,RARE: <0.01% of state,Required Filing Hold,
UT,INACTIVE / (none) / Withdrawn,9,1550618,0.001,2001.0,2020.0,2024.0,9.0,1986,2015,2025,RARE: <0.01% of state,Withdrawn,
UT,INACTIVE / (none) / Deleted,5,1550618,0.0,2018.0,2025.0,2026.0,5.0,1986,2015,2025,RARE: <0.01% of state,Deleted,
UT,INACTIVE / (none) / Transferred,5,1550618,0.0,2000.0,2011.0,2017.0,5.0,1986,2015,2025,RARE: <0.01% of state,Transferred,
UT,INACTIVE / (none) / Administrative Hold,3,1550618,0.0,2019.0,2021.0,2021.0,3.0,1986,2015,2025,RARE: <0.01% of state,Administrative Hold,
UT,INACTIVE / (none) / Void,3,1550618,0.0,2023.0,2024.0,2025.0,3.0,1986,2015,2025,RARE: <0.01% of state,Void,
UT,INACTIVE / (none) / Application Cancelled,2,1550618,0.0,2024.0,2024.0,2024.0,2.0,1986,2015,2025,RARE: <0.01% of state,Application Cancelled,
UT,ACTIVE / (none) / Emeritus Registration,1,1550618,0.0,2021.0,2021.0,2021.0,1.0,1986,2015,2025,RARE: <0.01% of state,Emeritus Registration,
UT,INACTIVE / (none) / (none),1,1550618,0.0,2001.0,2001.0,2001.0,1.0,1986,2015,2025,RARE: <0.01% of state,(none),
UT,INACTIVE / (none) / Declined,1,1550618,0.0,2008.0,2008.0,2008.0,1.0,1986,2015,2025,RARE: <0.01% of state,Declined,
UT,INACTIVE / (none) / Expired Limited,1,1550618,0.0,2012.0,2012.0,2012.0,1.0,1986,2015,2025,RARE: <0.01% of state,Expired Limited,
UT,INACTIVE / (none) / Null and Void,1,1550618,0.0,2019.0,2019.0,2019.0,1.0,1986,2015,2025,RARE: <0.01% of state,Null and Void,
VA,INACTIVE / (none) / INACTIVE,1121662,2049454,54.73,1997.0,2016.0,2024.0,1121567.0,1997,2018,2026,,INACTIVE,
VA,ACTIVE / GOOD_STANDING / ACTIVE,879672,2049454,42.922,1996.0,2021.0,2026.0,879670.0,1997,2018,2026,,ACTIVE,
VA,ACTIVE / PENDING_INACTIVE / PENDINACT,47788,2049454,2.332,1999.0,2023.0,2025.0,47788.0,1997,2018,2026,,PENDINACT,
VA,ACTIVE / (none) / ACTIVE,304,2049454,0.015,1987.0,2001.0,2024.0,304.0,1997,2018,2026,,ACTIVE,
VA,ACTIVE / (none) / (none),26,2049454,0.001,2019.0,2020.0,2021.0,26.0,1997,2018,2026,RARE: <0.01% of state,(none),
VA,UNKNOWN / (none) / (none),2,2049454,0.0,2020.0,2020.0,2020.0,2.0,1997,2018,2026,RARE: <0.01% of state,(none),
VT,ACTIVE / GOOD_STANDING / Active - In Good Standing,93030,263712,35.277,1989.0,2020.0,2026.0,93024.0,1981,2012,2025,,Active - In Good Standing,
VT,INACTIVE / (none) / Inactive - Administratively Terminated,73230,263712,27.769,1978.0,2002.0,2020.0,73185.0,1981,2012,2025,,Inactive - Administratively Terminated,
VT,ACTIVE / NOT_GOOD_STANDING / Active - NOT In Good Standing,33192,263712,12.586,2000.0,2021.0,2025.0,33191.0,1981,2012,2025,,Active - NOT In Good Standing,
VT,INACTIVE / (none) / Inactive,18525,263712,7.025,1979.0,2003.0,2020.0,18520.0,1981,2012,2025,,Inactive,
VT,INACTIVE / DISSOLVED / Dissolved,18398,263712,6.977,1969.0,1992.0,2015.0,18371.0,1981,2012,2025,,Dissolved,
VT,INACTIVE / (none) / Terminated,15881,263712,6.022,2001.0,2013.0,2024.0,15878.0,1981,2012,2025,,Terminated,
VT,INACTIVE / (none) / Inactive - Administratively Revoked,3390,263712,1.285,1999.0,2010.0,2020.0,3390.0,1981,2012,2025,,Inactive - Administratively Revoked,
VT,INACTIVE / DISSOLVED / Inactive - Administratively Dissolved,2442,263712,0.926,1957.0,2015.0,2024.0,2441.0,1981,2012,2025,,Inactive - Administratively Dissolved,
VT,ACTIVE / (none) / Active,1731,263712,0.656,1999.0,2012.0,2024.0,1730.0,1981,2012,2025,,Active,
VT,INACTIVE / (none) / Cancelled,1192,263712,0.452,2000.0,2017.0,2025.0,1192.0,1981,2012,2025,,Cancelled,
VT,INACTIVE / (none) / Withdrawn,873,263712,0.331,1994.0,2019.0,2025.0,873.0,1981,2012,2025,,Withdrawn,
VT,INACTIVE / DISSOLVED / Inactive - Dissolved,501,263712,0.19,1977.0,2008.0,2025.0,501.0,1981,2012,2025,,Inactive - Dissolved,
VT,INACTIVE / (none) / Inactive - Merged,385,263712,0.146,1962.0,2004.0,2021.0,384.0,1981,2012,2025,,Inactive - Merged,
VT,INACTIVE / (none) / Expired,301,263712,0.114,2000.0,2015.0,2018.0,301.0,1981,2012,2025,,Expired,
VT,INACTIVE / (none) / Inactive - Converted,234,263712,0.089,1984.0,2014.0,2022.0,234.0,1981,2012,2025,,Inactive - Converted,
VT,INACTIVE / (none) / Inactive - Domesticated,161,263712,0.061,1994.0,2018.0,2023.0,161.0,1981,2012,2025,,Inactive - Domesticated,
VT,INACTIVE / (none) / Revoked,93,263712,0.035,2022.0,2023.0,2024.0,93.0,1981,2012,2025,,Revoked,
VT,INACTIVE / (none) / Inactive - Non-Sufficient Funds,51,263712,0.019,2025.0,2025.0,2025.0,51.0,1981,2012,2025,,Inactive - Non-Sufficient Funds,
VT,ACTIVE / (none) / Converted,42,263712,0.016,2000.0,2016.0,2023.0,42.0,1981,2012,2025,,Converted,
